date, precipitation
12/12/2018,6.95694876
12/13/2018,10.4209471
12/14/2018,4.99711514
12/15/2018,6.08704233
12/16/2018,3.14906573
12/17/2018,0.038054843
12/18/2018,0.331290543
12/19/2018,2.49511671
12/20/2018,2.54217815
12/21/2018,2.40505958
12/22/2018,0.120222166
12/23/2018,0
12/24/2018,0.000561973
12/25/2018,0.002701052
12/26/2018,0.003739883
12/27/2018,0.1492621
12/28/2018,0.658030272
12/29/2018,1.05447674
12/30/2018,1.11472774
12/31/2018,1.97069967
1/1/2019,0.224845976
1/2/2019,1.24878752
1/3/2019,0.375129223
1/4/2019,0.111301079
1/5/2019,2.77003074
1/6/2019,0.140075848
1/7/2019,1.35942471
1/8/2019,2.63051343
1/9/2019,0.649702311
1/10/2019,1.05104136
1/11/2019,3.01744819
1/12/2019,0.008238985
1/13/2019,0.058637232
1/14/2019,0.037317656
1/15/2019,0.19607228
1/16/2019,0.515337586
1/17/2019,1.39041483
1/18/2019,2.10839176
1/19/2019,0.722772181
1/20/2019,3.08115649
1/21/2019,1.05342293
1/22/2019,1.59913898
1/23/2019,1.59755278
1/24/2019,0.023579953
1/25/2019,0.060855158
1/26/2019,2.10816765
1/27/2019,1.95936954
1/28/2019,1.16693866
1/29/2019,0.661612928
1/30/2019,1.24833155
1/31/2019,0.688194394
2/1/2019,1.27979779
2/2/2019,0.166007563
2/3/2019,0.892749846
2/4/2019,1.20350504
2/5/2019,2.43204856
2/6/2019,2.48972011
2/7/2019,2.34781337
2/8/2019,4.88089275
2/9/2019,2.37395
2/10/2019,0.004571273
2/11/2019,0
2/12/2019,0.455547094
2/13/2019,0.068562508
2/14/2019,0.000561706
2/15/2019,0.020763712
2/16/2019,0.047874101
2/17/2019,0.241571039
2/18/2019,1.7768805
2/19/2019,0.496661335
2/20/2019,1.09380305
2/21/2019,0.287331462
2/22/2019,0.026002983
2/23/2019,0.032146651
2/24/2019,0.015907308
2/25/2019,0.010962634
2/26/2019,0.037842542
2/27/2019,0.041359723
2/28/2019,0.232248023
3/1/2019,0.20372963
3/2/2019,0.078282915
3/3/2019,0.116193384
3/4/2019,1.08477926
3/5/2019,1.74669409
3/6/2019,2.03508139
3/7/2019,0.329576522
3/8/2019,2.36866689
3/9/2019,2.21262169
3/10/2019,0.668548405
3/11/2019,1.03653026
3/12/2019,0.133491457
3/13/2019,0.454366535
3/14/2019,4.87663174
3/15/2019,2.57779145
3/16/2019,4.28971767
3/17/2019,5.94173002
3/18/2019,1.02839804
3/19/2019,0.266131103
3/20/2019,0.227708146
3/21/2019,0.646468461
3/22/2019,2.52221394
3/23/2019,2.46983194
3/24/2019,7.6647768
3/25/2019,5.09031868
3/26/2019,1.12909627
3/27/2019,0.811632454
3/28/2019,0.109988801
3/29/2019,14.1537495
3/30/2019,2.54126024
3/31/2019,0.247579575
4/1/2019,0.640472591
4/2/2019,0.420990944
4/3/2019,0.701670766
4/4/2019,0.873135984
4/5/2019,0.534503877
4/6/2019,0.20937261
4/7/2019,0.024776572
4/8/2019,0.488205314
4/9/2019,1.42385578
4/10/2019,0.157566056
4/11/2019,0.146961406
4/12/2019,0.08435683
4/13/2019,0.513726115
4/14/2019,0.659820616
4/15/2019,0.150365278
4/16/2019,0.277144819
4/17/2019,0.143971369
4/18/2019,0.106608957
4/19/2019,0.254886508
4/20/2019,0.124058455
4/21/2019,6.0666275
4/22/2019,4.09026766
4/23/2019,2.73153853
4/24/2019,0.349164963
4/25/2019,0.011167918
4/26/2019,0.292624265
4/27/2019,0.093013831
4/28/2019,0.160110012
4/29/2019,0.044826329
4/30/2019,2.99189615
5/1/2019,4.27640915
5/2/2019,12.2072544
5/3/2019,8.63018513
5/4/2019,2.00148892
5/5/2019,1.56888461
5/6/2019,0.603310287
5/7/2019,0.862820625
5/8/2019,0.139627904
5/9/2019,2.4552691
5/10/2019,3.59104443
5/11/2019,0.716713965
5/12/2019,0.087881416
5/13/2019,0.064634591
5/14/2019,0.013225493
5/15/2019,0.043969177
5/16/2019,0.038488433
5/17/2019,0.084765822
5/18/2019,0.170074672
5/19/2019,0.943324625
5/20/2019,0.244730368
5/21/2019,0.315851867
5/22/2019,0.195511207
5/23/2019,0.460746944
5/24/2019,0.740737736
5/25/2019,1.92986512
5/26/2019,1.08020258
5/27/2019,0.920213699
5/28/2019,0.168268248
5/29/2019,0.721495271
5/30/2019,0.816783786
5/31/2019,0.823919177
6/1/2019,0.773239017
6/2/2019,2.48714113
6/3/2019,8.1916008
6/4/2019,2.95424652
6/5/2019,0.818450212
6/6/2019,0.30743137
6/7/2019,1.1004554
6/8/2019,3.92641568
6/9/2019,1.83076441
6/10/2019,0.424289048
6/11/2019,1.67516398
6/12/2019,4.82062149
6/13/2019,0.622273028
6/14/2019,0.135699958
6/15/2019,0.42775169
6/16/2019,2.65787673
6/17/2019,0.56688422
6/18/2019,1.35482895
6/19/2019,0.161115289
6/20/2019,0.308340818
6/21/2019,0.677519977
6/22/2019,1.06228459
6/23/2019,1.98670137
6/24/2019,0.834733367
6/25/2019,0.393662244
6/26/2019,0.204542413
6/27/2019,0.041850969
6/28/2019,0.778605163
6/29/2019,4.70940828
6/30/2019,0.021309845
7/1/2019,0.790875316
7/2/2019,0.031667642
7/3/2019,0.262937158
7/4/2019,0.184430718
7/5/2019,0.228832588
7/6/2019,0.568846881
7/7/2019,7.71477079
7/8/2019,1.6510191
7/9/2019,0.040944427
7/10/2019,1.68332887
7/11/2019,0.063659065
7/12/2019,1.12320411
7/13/2019,0.408351481
7/14/2019,1.62977505
7/15/2019,0.395416945
7/16/2019,0.392767221
7/17/2019,0.276942432
7/18/2019,0.041427318
7/19/2019,0.0169497
7/20/2019,0.042627841
7/21/2019,0.088583462
7/22/2019,0.117290601
7/23/2019,0.568196893
7/24/2019,0.0837247
7/25/2019,0.268997908
7/26/2019,1.54738557
7/27/2019,0.129157603
7/28/2019,1.22776961
7/29/2019,2.31768227
7/30/2019,1.20403028
7/31/2019,0.390709013
8/1/2019,0.315207005
8/2/2019,0.0806178
8/3/2019,0.153025508
8/4/2019,0.061455075
8/5/2019,0.060384695
8/6/2019,0.092425138
8/7/2019,3.62256479
8/8/2019,1.44585586
8/9/2019,0.77061671
8/10/2019,0.909343302
8/11/2019,3.16384196
8/12/2019,0.230534047
8/13/2019,0.14492996
8/14/2019,0.005815677
8/15/2019,0.256248683
8/16/2019,0.577334046
8/17/2019,0.08900959
8/18/2019,1.97332573
8/19/2019,0.207871109
8/20/2019,0.237725079
8/21/2019,0.728746891
8/22/2019,0.373997599
8/23/2019,0.005865445
8/24/2019,0.03203319
8/25/2019,0.312321126
8/26/2019,0.512885451
8/27/2019,0.662188828
8/28/2019,1.04740179
8/29/2019,3.66194534
8/30/2019,2.25596404
8/31/2019,0.500530064
9/1/2019,0.34327203
9/2/2019,0.415931761
9/3/2019,0.021843681
9/4/2019,0.182273924
9/5/2019,0.568405986
9/6/2019,1.71952426
9/7/2019,0.861079574
9/8/2019,1.706375
9/9/2019,2.54935956
9/10/2019,0.107585341
9/11/2019,0.066165231
9/12/2019,0.374408007
9/13/2019,0.025628472
9/14/2019,0.242248252
9/15/2019,1.62903059
9/16/2019,5.81056881
9/17/2019,6.26984453
9/18/2019,0.401051372
9/19/2019,0.146667778
9/20/2019,0.745899022
9/21/2019,2.45237923
9/22/2019,0.894713104
9/23/2019,0.128264263
9/24/2019,0.079100154
9/25/2019,0.166863009
9/26/2019,0.178278357
9/27/2019,0.471087009
9/28/2019,0.299690217
9/29/2019,0.116608657
9/30/2019,0.212410688
10/1/2019,0.054961346
10/2/2019,0.014520687
10/3/2019,0.053408247
10/4/2019,2.37356186
10/5/2019,0.732692659
10/6/2019,0.178594202
10/7/2019,0.719458282
10/8/2019,1.88277888
10/9/2019,0.348090917
10/10/2019,0.320534587
10/11/2019,2.07376337
10/12/2019,0.437015414
10/13/2019,0.404261827
10/14/2019,0.064753309
10/15/2019,0.748634994
10/16/2019,3.68226981
10/17/2019,0.530638278
10/18/2019,0.010500575
10/19/2019,0.251111299
10/20/2019,0.168538556
10/21/2019,0.005589988
10/22/2019,0.000558336
10/23/2019,0.011130153
10/24/2019,0.569659531
10/25/2019,1.61683214
10/26/2019,0.513234198
10/27/2019,0.105527982
10/28/2019,0.024130167
10/29/2019,0.747219563
10/30/2019,0.557305634
10/31/2019,0.171647027
11/1/2019,1.84957826
11/2/2019,5.89187288
11/3/2019,8.90950966
11/4/2019,1.45953774
11/5/2019,0.148250937
11/6/2019,0.138771936
11/7/2019,0.178351939
11/8/2019,1.14346886
11/9/2019,0.644872963
11/10/2019,0.074533716
11/11/2019,0.020480197
11/12/2019,0.162582293
11/13/2019,0.039222311
11/14/2019,0.008458457
11/15/2019,0.074265741
11/16/2019,0.566830099
11/17/2019,0.131641194
11/18/2019,0.001091125
11/19/2019,0.001243506
11/20/2019,0.01267192
11/21/2019,0.563228726
11/22/2019,0.596523941
11/23/2019,1.04682064
11/24/2019,1.17579901
11/25/2019,1.24616528
11/26/2019,1.75736737
11/27/2019,0.00073225
11/28/2019,0.091918513
11/29/2019,1.05398023
11/30/2019,1.87034416
12/1/2019,2.43880534
12/2/2019,0.360715866
12/3/2019,0.000945261
12/4/2019,0
12/5/2019,0.035815772
12/6/2019,0.063208208
12/7/2019,0.008752391
12/8/2019,0.006725241
12/9/2019,0.025660148
12/10/2019,0.835658908
12/11/2019,1.27181065
12/12/2019,0.408755004
12/13/2019,0.371086031
12/14/2019,0.105565727
12/15/2019,0.197493717
12/16/2019,0.007991192
12/17/2019,0.010158613
12/18/2019,0.014836702
12/19/2019,0.051056717
12/20/2019,0.037518136
12/21/2019,0.298638523
12/22/2019,0.219881579
12/23/2019,0.649072111
12/24/2019,0.752048075
12/25/2019,0.06812495
12/26/2019,0
12/27/2019,0.08146897
12/28/2019,0.571149945
12/29/2019,0.101862341
12/30/2019,0.243803814
12/31/2019,1.1261338
