datetime, avg_next_24h, min_next_24h, max_next_24h, hd_next_24h, cd_next_24h
2018-10-10 02:30:00,14.9936708860759494,13.70,17.10,2.0063291139240506,0
2018-10-10 03:00:00,14.9531645569620253,13.70,16.90,2.0468354430379747,0
2018-10-10 03:30:00,14.9088607594936709,13.40,16.80,2.0911392405063291,0
2018-10-10 04:00:00,14.8670886075949367,13.40,16.80,2.1329113924050633,0
2018-10-10 04:30:00,14.8303797468354430,13.40,16.70,2.1696202531645570,0
2018-10-10 05:00:00,14.7924050632911392,13.40,16.70,2.2075949367088608,0
2018-10-10 05:30:00,14.7287500000000000,13.00,16.70,2.2712500000000000,0
2018-10-10 06:00:00,14.6753086419753086,13.00,16.70,2.3246913580246914,0
2018-10-10 06:30:00,14.6231707317073171,13.00,16.70,2.3768292682926829,0
2018-10-10 07:00:00,14.5710843373493976,13.00,16.70,2.4289156626506024,0
2018-10-10 07:30:00,14.5445783132530120,13.00,16.70,2.4554216867469880,0
2018-10-10 08:00:00,14.5289156626506024,13.00,16.70,2.4710843373493976,0
2018-10-10 08:30:00,14.5071428571428571,13.00,16.70,2.4928571428571429,0
2018-10-10 09:00:00,14.4869047619047619,13.00,16.70,2.5130952380952381,0
2018-10-10 09:23:00,14.4642857142857143,13.00,16.50,2.5357142857142857,0
2018-10-10 09:30:00,14.4654761904761905,13.00,16.50,2.5345238095238095,0
2018-10-10 09:37:00,14.4409638554216867,13.00,16.50,2.5590361445783133,0
2018-10-10 09:39:00,14.4207317073170732,13.00,16.50,2.5792682926829268,0
2018-10-10 10:00:00,14.4060975609756098,13.00,16.50,2.5939024390243902,0
2018-10-10 10:12:00,14.4060975609756098,13.00,16.50,2.5939024390243902,0
2018-10-10 10:26:00,14.3975308641975309,13.00,16.50,2.6024691358024691,0
2018-10-10 10:30:00,14.3950617283950617,13.00,16.50,2.6049382716049383,0
2018-10-10 10:39:00,14.3975308641975309,13.00,16.50,2.6024691358024691,0
2018-10-10 10:55:00,14.3775000000000000,13.00,16.50,2.6225000000000000,0
2018-10-10 11:00:00,14.3950000000000000,13.00,16.50,2.6050000000000000,0
2018-10-10 11:12:00,14.4025000000000000,13.00,16.50,2.5975000000000000,0
2018-10-10 11:27:00,14.4225000000000000,13.00,16.70,2.5775000000000000,0
2018-10-10 11:30:00,14.4362500000000000,13.00,16.70,2.5637500000000000,0
2018-10-10 12:00:00,14.4703703703703704,13.00,16.70,2.5296296296296296,0
2018-10-10 12:09:00,14.4675000000000000,13.00,16.70,2.5325000000000000,0
2018-10-10 12:30:00,14.5197530864197531,13.00,16.80,2.4802469135802469,0
2018-10-10 13:00:00,14.5370370370370370,13.00,16.80,2.4629629629629630,0
2018-10-10 13:09:00,14.5350000000000000,13.00,16.80,2.4650000000000000,0
2018-10-10 13:30:00,14.5562500000000000,13.00,16.80,2.4437500000000000,0
2018-10-10 13:39:00,14.5462500000000000,13.00,16.80,2.4537500000000000,0
2018-10-10 14:00:00,14.5765432098765432,13.00,16.80,2.4234567901234568,0
