datetime_au,is_summer,is_autumn,is_winter,is_spring,is_sunday,is_monday,is_tuesday,is_wednesday,is_thursday,is_friday,is_saturday,is_weekend,is_weekday,is_jan,is_feb,is_mar,is_apr,is_may,is_jun,is_jul,is_aug,is_sep,is_oct,is_nov,is_dec,avg_30_min_demand,min_30_min_demand,max_30_min_demand,sum_30_min_demand,count_30_min_points,avg_temp,min_temp,max_temp,hd_next_24h,cd_next_24h,precipitation,sunlight
2018-03-27,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7534.0164583333333333,5954.8100000000000000,8539.5500000000000000,361632.7900000000000000,48,18.0437500000000000,11.10,23.90,0,0,0.065067351,18.3
2018-03-28,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7869.5750000000000000,6002.5500000000000000,9213.5600000000000000,377739.6000000000000000,48,21.0062500000000000,14.30,27.30,0,1.5062500000000000,0.007434612,19.5
2018-03-29,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8103.7391666666666667,6216.0200000000000000,9370.2700000000000000,388979.4800000000000000,48,21.2910714285714286,16.10,27.50,0,1.7910714285714286,0.005253071,19.3
2018-03-30,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7303.5635416666666667,5908.2400000000000000,8840.9100000000000000,350571.0500000000000000,48,22.6875000000000000,17.90,29.10,0,3.1875000000000000,0.006123287,19.3
2018-03-31,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7065.4406250000000000,5865.3000000000000000,8028.1000000000000000,339141.1500000000000000,48,21.7687500000000000,18.60,24.00,0,2.2687500000000000,0.002021282,15.4
2018-04-01,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7131.1339130434782609,5653.2200000000000000,8672.4600000000000000,328032.1600000000000000,46,22.7940000000000000,16.50,30.00,0,3.2940000000000000,0.11500825,19
2018-04-02,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7330.7739583333333333,5767.1300000000000000,8925.7600000000000000,351877.1500000000000000,48,23.2254901960784314,17.60,33.10,0,3.7254901960784314,0.506164491,14.7
2018-04-03,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7788.8179166666666667,5890.0400000000000000,9037.1200000000000000,373863.2600000000000000,48,21.4750000000000000,19.70,23.90,0,1.9750000000000000,0.177126482,13.7
2018-04-04,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7860.8850000000000000,6009.3800000000000000,9136.8000000000000000,377322.4800000000000000,48,21.4333333333333333,18.20,24.00,0,1.9333333333333333,0.342643768,15
2018-04-05,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8120.0914583333333333,6159.6600000000000000,9621.9200000000000000,389764.3900000000000000,48,21.7104166666666667,16.20,27.90,0,2.2104166666666667,0.025909714,18.1
2018-04-06,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7939.9410416666666667,6097.7000000000000000,9144.7800000000000000,381117.1700000000000000,48,21.2479166666666667,16.40,25.40,0,1.7479166666666667,0.03433457,17.1
2018-04-07,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7450.6087500000000000,5985.4800000000000000,8831.1900000000000000,357629.2200000000000000,48,22.3520000000000000,16.70,28.30,0,2.8520000000000000,0,17.2
2018-04-08,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7233.7329166666666667,5819.5000000000000000,8997.0800000000000000,347219.1800000000000000,48,21.7036363636363636,17.80,28.00,0,2.2036363636363636,0.00872217,17.6
